"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Pennsylvania,2017,14,706,18,104,17.28,2.55,14.73
States,Rhode Island,2017,14,X,X,X,X,X,X
States,South Carolina,2017,14,407,26,34,14.74,6.39,8.35
States,South Dakota,2017,14,238,3,16,7.98,1.26,6.72
States,Tennessee,2017,14,246,14,19,13.41,5.69,7.72
States,Texas,2017,14,1851,88,114,10.91,4.75,6.16
States,Utah,2017,14,706,18,19,5.24,2.55,2.69
States,Vermont,2017,14,200,17,29,23,8.5,14.5
States,Virginia,2017,14,316,31,42,23.1,9.81,13.29
States,Washington,2017,14,590,4,30,5.76,0.68,5.08
States,West Virginia,2017,14,547,23,39,11.33,4.2,7.13
States,Wisconsin,2017,14,1449,96,246,23.6,6.63,16.98
States,Wyoming,2017,14,X,X,X,X,X,X
States,Puerto Rico,2017,14,0,0,0,0,0,0
States,Virgin Islands,2017,14,X,X,X,X,X,X
States,New York City,2017,14,X,X,X,X,X,X
States,Alabama,2017,15,435,14,36,11.49,3.22,8.28
States,Alaska,2017,15,X,X,X,X,X,X
States,Arizona,2017,15,269,5,23,10.41,1.86,8.55
States,Arkansas,2017,15,105,5,1,5.71,4.76,0.95
States,California,2017,15,1035,21,29,4.83,2.03,2.8
States,Colorado,2017,15,745,10,55,8.72,1.34,7.38
States,Connecticut,2017,15,475,16,49,13.68,3.37,10.32
States,Delaware,2017,15,219,7,30,16.89,3.2,13.7
States,District of Columbia,2017,15,X,X,X,X,X,X
States,Florida,2017,15,X,X,X,X,X,X
States,Georgia,2017,15,787,45,56,12.83,5.72,7.12
States,Hawaii,2017,15,168,3,3,3.57,1.79,1.79
States,Idaho,2017,15,36,2,0,5.56,5.56,0
States,Illinois,2017,15,544,35,50,15.63,6.43,9.19
States,Indiana,2017,15,224,6,24,13.39,2.68,10.71
States,Iowa,2017,15,167,1,20,12.57,0.6,11.98
States,Kansas,2017,15,94,1,4,5.32,1.06,4.26
States,Kentucky,2017,15,314,13,16,9.24,4.14,5.1
States,Louisiana,2017,15,714,48,44,12.89,6.72,6.16
States,Maine,2017,15,220,19,64,37.73,8.64,29.09
States,Maryland,2017,15,200,15,28,21.5,7.5,14
States,Massachusetts,2017,15,1129,70,176,21.79,6.2,15.59
States,Michigan,2017,15,1068,33,82,10.77,3.09,7.68
States,Minnesota,2017,15,597,17,75,15.41,2.85,12.56
States,Mississippi,2017,15,90,7,0,7.78,7.78,0
States,Missouri,2017,15,687,5,30,5.09,0.73,4.37
States,Montana,2017,15,122,0,10,8.2,0,8.2
States,Nebraska,2017,15,141,3,25,19.86,2.13,17.73
States,Nevada,2017,15,16,0,2,12.5,0,12.5
States,New Hampshire,2017,15,57,6,5,19.3,10.53,8.77
States,New Jersey,2017,15,X,X,X,X,X,X
States,New Mexico,2017,15,216,9,36,20.83,4.17,16.67
States,New York,2017,15,2427,34,280,12.94,1.4,11.54
States,North Carolina,2017,15,322,14,13,8.39,4.35,4.04
States,North Dakota,2017,15,88,0,5,5.68,0,5.68
States,Ohio,2017,15,2094,101,196,14.18,4.82,9.36
States,Oklahoma,2017,15,227,0,6,2.64,0,2.64
States,Oregon,2017,15,273,2,29,11.36,0.73,10.62
States,Pennsylvania,2017,15,627,9,65,11.8,1.44,10.37
States,Rhode Island,2017,15,X,X,X,X,X,X
States,South Carolina,2017,15,365,12,26,10.41,3.29,7.12
States,South Dakota,2017,15,189,1,23,12.7,0.53,12.17
States,Tennessee,2017,15,204,9,14,11.27,4.41,6.86
States,Texas,2017,15,1684,52,81,7.9,3.09,4.81
States,Utah,2017,15,664,10,23,4.97,1.51,3.46
States,Vermont,2017,15,181,7,18,13.81,3.87,9.94
States,Virginia,2017,15,211,10,20,14.22,4.74,9.48
States,Washington,2017,15,489,5,16,4.29,1.02,3.27
States,West Virginia,2017,15,505,22,14,7.13,4.36,2.77
States,Wisconsin,2017,15,1160,56,166,19.14,4.83,14.31
States,Wyoming,2017,15,X,X,X,X,X,X
States,Puerto Rico,2017,15,0,0,0,0,0,0
States,Virgin Islands,2017,15,X,X,X,X,X,X
States,New York City,2017,15,X,X,X,X,X,X
States,Alabama,2017,16,400,10,29,9.75,2.5,7.25
States,Alaska,2017,16,X,X,X,X,X,X
States,Arizona,2017,16,285,20,25,15.79,7.02,8.77
States,Arkansas,2017,16,83,0,1,1.2,0,1.2
States,California,2017,16,1041,14,26,3.84,1.34,2.5
States,Colorado,2017,16,510,3,49,10.2,0.59,9.61
States,Connecticut,2017,16,478,10,48,12.13,2.09,10.04
States,Delaware,2017,16,161,3,16,11.8,1.86,9.94
States,District of Columbia,2017,16,X,X,X,X,X,X
States,Florida,2017,16,X,X,X,X,X,X
States,Georgia,2017,16,622,33,39,11.58,5.31,6.27
States,Hawaii,2017,16,116,0,5,4.31,0,4.31
States,Idaho,2017,16,37,3,4,18.92,8.11,10.81
States,Illinois,2017,16,426,10,29,9.15,2.35,6.81
States,Indiana,2017,16,172,3,12,8.72,1.74,6.98
States,Iowa,2017,16,140,2,12,10,1.43,8.57
States,Kansas,2017,16,80,0,1,1.25,0,1.25
States,Kentucky,2017,16,321,9,8,5.3,2.8,2.49
States,Louisiana,2017,16,698,39,26,9.31,5.59,3.72
States,Maine,2017,16,203,9,48,28.08,4.43,23.65
States,Maryland,2017,16,153,4,22,16.99,2.61,14.38
States,Massachusetts,2017,16,926,34,130,17.71,3.67,14.04
States,Michigan,2017,16,914,19,55,8.1,2.08,6.02
States,Minnesota,2017,16,541,11,49,11.09,2.03,9.06
States,Mississippi,2017,16,76,3,2,6.58,3.95,2.63
States,Missouri,2017,16,636,2,26,4.4,0.31,4.09
States,Montana,2017,16,104,1,9,9.62,0.96,8.65
States,Nebraska,2017,16,119,1,10,9.24,0.84,8.4
States,Nevada,2017,16,12,0,1,8.33,0,8.33
States,New Hampshire,2017,16,42,0,2,4.76,0,4.76
States,New Jersey,2017,16,X,X,X,X,X,X
States,New Mexico,2017,16,413,21,25,11.14,5.08,6.05
States,New York,2017,16,2196,18,168,8.47,0.82,7.65
States,North Carolina,2017,16,299,8,13,7.02,2.68,4.35
States,North Dakota,2017,16,75,0,5,6.67,0,6.67
States,Ohio,2017,16,1884,55,141,10.4,2.92,7.48
States,Oklahoma,2017,16,205,0,0,0,0,0
States,Oregon,2017,16,264,2,19,7.95,0.76,7.2
States,Pennsylvania,2017,16,458,8,35,9.39,1.75,7.64
States,Rhode Island,2017,16,X,X,X,X,X,X
States,South Carolina,2017,16,290,7,10,5.86,2.41,3.45
States,South Dakota,2017,16,180,3,4,3.89,1.67,2.22
States,Tennessee,2017,16,221,3,12,6.79,1.36,5.43
States,Texas,2017,16,1539,39,66,6.82,2.53,4.29
States,Utah,2017,16,526,9,14,4.37,1.71,2.66
States,Vermont,2017,16,161,9,20,18.01,5.59,12.42
States,Virginia,2017,16,210,4,13,8.1,1.9,6.19
States,Washington,2017,16,410,3,14,4.15,0.73,3.41
States,West Virginia,2017,16,411,11,16,6.57,2.68,3.89
States,Wisconsin,2017,16,1006,26,125,15.01,2.58,12.43
States,Wyoming,2017,16,X,X,X,X,X,X
States,Puerto Rico,2017,16,0,0,0,0,0,0
States,Virgin Islands,2017,16,X,X,X,X,X,X
States,New York City,2017,16,X,X,X,X,X,X
States,Alabama,2017,17,357,10,19,8.12,2.8,5.32
States,Alaska,2017,17,X,X,X,X,X,X
States,Arizona,2017,17,258,12,17,11.24,4.65,6.59
States,Arkansas,2017,17,67,1,1,2.99,1.49,1.49
States,California,2017,17,958,10,25,3.65,1.04,2.61
States,Colorado,2017,17,616,3,36,6.33,0.49,5.84
States,Connecticut,2017,17,418,4,36,9.57,0.96,8.61
States,Delaware,2017,17,134,3,10,9.7,2.24,7.46
States,District of Columbia,2017,17,X,X,X,X,X,X
States,Florida,2017,17,X,X,X,X,X,X
States,Georgia,2017,17,595,17,13,5.04,2.86,2.18
States,Hawaii,2017,17,126,2,1,2.38,1.59,0.79
States,Idaho,2017,17,15,1,0,6.67,6.67,0
States,Illinois,2017,17,337,1,17,5.34,0.3,5.04
States,Indiana,2017,17,164,0,4,2.44,0,2.44
States,Iowa,2017,17,78,0,9,11.54,0,11.54
States,Kansas,2017,17,69,0,2,2.9,0,2.9
States,Kentucky,2017,17,274,1,6,2.55,0.36,2.19
States,Louisiana,2017,17,603,13,20,5.47,2.16,3.32
States,Maine,2017,17,163,2,38,24.54,1.23,23.31
States,Maryland,2017,17,157,2,10,7.64,1.27,6.37
States,Massachusetts,2017,17,719,19,80,13.77,2.64,11.13
States,Michigan,2017,17,686,5,25,4.37,0.73,3.64
States,Minnesota,2017,17,481,5,24,6.03,1.04,4.99
States,Mississippi,2017,17,63,4,0,6.35,6.35,0
States,Missouri,2017,17,568,2,9,1.94,0.35,1.58
States,Montana,2017,17,107,0,8,7.48,0,7.48
States,Nebraska,2017,17,115,1,7,6.96,0.87,6.09
States,Nevada,2017,17,14,0,2,14.29,0,14.29
States,New Hampshire,2017,17,38,2,3,13.16,5.26,7.89
States,New Jersey,2017,17,X,X,X,X,X,X
States,New Mexico,2017,17,295,3,17,6.78,1.02,5.76
States,New York,2017,17,1153,13,79,7.98,1.13,6.85
States,North Carolina,2017,17,248,5,3,3.23,2.02,1.21
States,North Dakota,2017,17,65,0,5,7.69,0,7.69
States,Ohio,2017,17,1413,26,67,6.58,1.84,4.74
States,Oklahoma,2017,17,154,0,1,0.65,0,0.65
States,Oregon,2017,17,231,2,14,6.93,0.87,6.06
States,Pennsylvania,2017,17,382,0,9,2.36,0,2.36
States,Rhode Island,2017,17,X,X,X,X,X,X
States,South Carolina,2017,17,259,4,2,2.32,1.54,0.77
States,South Dakota,2017,17,149,0,2,1.34,0,1.34
States,Tennessee,2017,17,141,2,7,6.38,1.42,4.96
States,Texas,2017,17,1464,33,48,5.53,2.25,3.28
States,Utah,2017,17,596,12,15,4.53,2.01,2.52
States,Vermont,2017,17,123,3,8,8.94,2.44,6.5
States,Virginia,2017,17,174,2,9,6.32,1.15,5.17
States,Washington,2017,17,406,4,14,4.43,0.99,3.45
States,West Virginia,2017,17,274,8,1,3.28,2.92,0.36
States,Wisconsin,2017,17,786,7,52,7.51,0.89,6.62
States,Wyoming,2017,17,X,X,X,X,X,X
States,Puerto Rico,2017,17,0,0,0,0,0,0
States,Virgin Islands,2017,17,X,X,X,X,X,X
States,New York City,2017,17,X,X,X,X,X,X
States,Alabama,2017,18,310,1,13,4.52,0.32,4.19
States,Alaska,2017,18,X,X,X,X,X,X
States,Arizona,2017,18,236,15,25,16.95,6.36,10.59
States,Arkansas,2017,18,75,0,0,0,0,0
States,California,2017,18,843,10,21,3.68,1.19,2.49
States,Colorado,2017,18,454,14,26,8.81,3.08,5.73
States,Connecticut,2017,18,322,1,19,6.21,0.31,5.9
States,Delaware,2017,18,91,0,3,3.3,0,3.3
States,District of Columbia,2017,18,X,X,X,X,X,X
States,Florida,2017,18,X,X,X,X,X,X
States,Georgia,2017,18,555,9,19,5.05,1.62,3.42
States,Hawaii,2017,18,114,4,1,4.39,3.51,0.88
States,Idaho,2017,18,15,0,2,13.33,0,13.33
States,Illinois,2017,18,269,3,12,5.58,1.12,4.46
States,Indiana,2017,18,138,2,2,2.9,1.45,1.45
States,Iowa,2017,18,128,0,6,4.69,0,4.69
States,Kansas,2017,18,70,0,0,0,0,0
States,Kentucky,2017,18,252,1,5,2.38,0.4,1.98
States,Louisiana,2017,18,446,12,13,5.61,2.69,2.91
States,Maine,2017,18,96,1,15,16.67,1.04,15.63
States,Maryland,2017,18,101,0,6,5.94,0,5.94
States,Massachusetts,2017,18,523,8,43,9.75,1.53,8.22
States,Michigan,2017,18,601,0,14,2.33,0,2.33
States,Minnesota,2017,18,371,2,17,5.12,0.54,4.58
States,Mississippi,2017,18,44,2,0,4.55,4.55,0
States,Missouri,2017,18,528,1,11,2.27,0.19,2.08
States,Montana,2017,18,82,0,11,13.41,0,13.41
States,Nebraska,2017,18,78,0,2,2.56,0,2.56
States,Nevada,2017,18,X,X,X,X,X,X
States,New Hampshire,2017,18,23,0,1,4.35,0,4.35
States,New Jersey,2017,18,X,X,X,X,X,X
States,New Mexico,2017,18,295,1,20,7.12,0.34,6.78
States,New York,2017,18,989,6,36,4.25,0.61,3.64
States,North Carolina,2017,18,206,1,3,1.94,0.49,1.46
States,North Dakota,2017,18,50,0,2,4,0,4
States,Ohio,2017,18,1165,6,28,2.92,0.52,2.4
States,Oklahoma,2017,18,134,2,0,1.49,1.49,0
States,Oregon,2017,18,233,2,18,8.58,0.86,7.73
States,Pennsylvania,2017,18,293,1,9,3.41,0.34,3.07
States,Rhode Island,2017,18,X,X,X,X,X,X
States,South Carolina,2017,18,205,3,5,3.9,1.46,2.44
States,South Dakota,2017,18,144,0,5,3.47,0,3.47
States,Tennessee,2017,18,112,1,2,2.68,0.89,1.79
States,Texas,2017,18,1261,25,42,5.31,1.98,3.33
States,Utah,2017,18,656,18,21,5.95,2.74,3.2
States,Vermont,2017,18,57,2,2,7.02,3.51,3.51
States,Virginia,2017,18,130,0,8,6.15,0,6.15
States,Washington,2017,18,383,4,18,5.74,1.04,4.7
States,West Virginia,2017,18,311,2,0,0.64,0.64,0
States,Wisconsin,2017,18,683,5,49,7.91,0.73,7.17
States,Wyoming,2017,18,X,X,X,X,X,X
States,Puerto Rico,2017,18,0,0,0,0,0,0
States,Virgin Islands,2017,18,X,X,X,X,X,X
States,New York City,2017,18,X,X,X,X,X,X
States,Alabama,2017,19,333,8,21,8.71,2.4,6.31
States,Alaska,2017,19,X,X,X,X,X,X
States,Arizona,2017,19,242,8,27,14.46,3.31,11.16
States,Arkansas,2017,19,65,0,2,3.08,0,3.08
States,California,2017,19,810,7,35,5.19,0.86,4.32
States,Colorado,2017,19,391,1,23,6.14,0.26,5.88
States,Connecticut,2017,19,371,2,4,1.62,0.54,1.08
States,Delaware,2017,19,65,0,4,6.15,0,6.15
States,District of Columbia,2017,19,X,X,X,X,X,X
States,Florida,2017,19,X,X,X,X,X,X
States,Georgia,2017,19,487,8,12,4.11,1.64,2.46
States,Hawaii,2017,19,180,3,3,3.33,1.67,1.67
States,Idaho,2017,19,15,0,0,0,0,0
States,Illinois,2017,19,250,5,8,5.2,2,3.2
States,Indiana,2017,19,123,1,4,4.07,0.81,3.25
States,Iowa,2017,19,81,0,5,6.17,0,6.17
States,Kansas,2017,19,52,0,0,0,0,0
States,Kentucky,2017,19,230,1,1,0.87,0.43,0.43
States,Louisiana,2017,19,530,15,19,6.42,2.83,3.58
States,Maine,2017,19,67,1,7,11.94,1.49,10.45
States,Maryland,2017,19,80,1,2,3.75,1.25,2.5
States,Massachusetts,2017,19,476,6,23,6.09,1.26,4.83
States,Michigan,2017,19,510,5,12,3.33,0.98,2.35
States,Minnesota,2017,19,310,3,19,7.1,0.97,6.13
States,Mississippi,2017,19,58,2,0,3.45,3.45,0
States,Missouri,2017,19,509,3,3,1.18,0.59,0.59
States,Montana,2017,19,92,0,2,2.17,0,2.17
States,Nebraska,2017,19,89,0,2,2.25,0,2.25
States,Nevada,2017,19,13,1,0,7.69,7.69,0
States,New Hampshire,2017,19,24,2,3,20.83,8.33,12.5
States,New Jersey,2017,19,X,X,X,X,X,X
States,New Mexico,2017,19,214,1,11,5.61,0.47,5.14
States,New York,2017,19,901,2,31,3.66,0.22,3.44
States,North Carolina,2017,19,67,0,1,1.49,0,1.49
States,North Dakota,2017,19,35,0,1,2.86,0,2.86
States,Ohio,2017,19,1114,8,21,2.6,0.72,1.89
States,Oklahoma,2017,19,144,0,1,0.69,0,0.69
States,Oregon,2017,19,217,1,9,4.61,0.46,4.15
States,Pennsylvania,2017,19,234,0,7,2.99,0,2.99
States,Rhode Island,2017,19,X,X,X,X,X,X
States,South Carolina,2017,19,193,1,2,1.55,0.52,1.04
States,South Dakota,2017,19,122,0,3,2.46,0,2.46
States,Tennessee,2017,19,115,0,2,1.74,0,1.74
States,Texas,2017,19,1174,11,40,4.34,0.94,3.41
States,Utah,2017,19,594,22,18,6.73,3.7,3.03
States,Vermont,2017,19,78,4,1,6.41,5.13,1.28
States,Virginia,2017,19,125,1,3,3.2,0.8,2.4
States,Washington,2017,19,351,1,15,4.56,0.28,4.27
States,West Virginia,2017,19,312,4,1,1.6,1.28,0.32
States,Wisconsin,2017,19,609,6,22,4.6,0.99,3.61
States,Wyoming,2017,19,X,X,X,X,X,X
States,Puerto Rico,2017,19,0,0,0,0,0,0
States,Virgin Islands,2017,19,X,X,X,X,X,X
States,New York City,2017,19,X,X,X,X,X,X
States,Alabama,2017,20,263,9,15,9.13,3.42,5.7
States,Alaska,2017,20,X,X,X,X,X,X
States,Arizona,2017,20,220,16,25,18.64,7.27,11.36
States,Arkansas,2017,20,52,0,2,3.85,0,3.85
States,California,2017,20,829,5,30,4.22,0.6,3.62
States,Colorado,2017,20,322,3,7,3.11,0.93,2.17
States,Connecticut,2017,20,312,1,5,1.92,0.32,1.6
States,Delaware,2017,20,45,1,1,4.44,2.22,2.22
States,District of Columbia,2017,20,X,X,X,X,X,X
States,Florida,2017,20,X,X,X,X,X,X
States,Georgia,2017,20,411,1,8,2.19,0.24,1.95
States,Hawaii,2017,20,182,2,5,3.85,1.1,2.75
States,Idaho,2017,20,15,0,0,0,0,0
States,Illinois,2017,20,219,2,4,2.74,0.91,1.83
States,Indiana,2017,20,135,0,4,2.96,0,2.96
States,Iowa,2017,20,83,0,3,3.61,0,3.61
States,Kansas,2017,20,67,0,2,2.99,0,2.99
States,Kentucky,2017,20,211,0,2,0.95,0,0.95
States,Louisiana,2017,20,509,15,13,5.5,2.95,2.55
States,Maine,2017,20,48,0,6,12.5,0,12.5
States,Maryland,2017,20,68,2,0,2.94,2.94,0
States,Massachusetts,2017,20,431,6,19,5.8,1.39,4.41
States,Michigan,2017,20,449,3,3,1.34,0.67,0.67
States,Minnesota,2017,20,234,2,6,3.42,0.85,2.56
States,Mississippi,2017,20,53,0,2,3.77,0,3.77
States,Missouri,2017,20,491,1,4,1.02,0.2,0.81
States,Montana,2017,20,80,1,4,6.25,1.25,5
States,Nebraska,2017,20,84,0,3,3.57,0,3.57
States,Nevada,2017,20,X,X,X,X,X,X
States,New Hampshire,2017,20,22,0,1,4.55,0,4.55
States,New Jersey,2017,20,X,X,X,X,X,X
States,New Mexico,2017,20,260,0,18,6.92,0,6.92
States,New York,2017,20,936,8,28,3.85,0.85,2.99
States,North Carolina,2017,20,51,0,0,0,0,0
States,North Dakota,2017,20,30,0,0,0,0,0
States,Ohio,2017,20,568,0,7,1.23,0,1.23
States,Oklahoma,2017,20,149,1,1,1.34,0.67,0.67
States,Oregon,2017,20,195,0,15,7.69,0,7.69
States,Pennsylvania,2017,20,206,1,1,0.97,0.49,0.49
States,Rhode Island,2017,20,X,X,X,X,X,X
States,South Carolina,2017,20,176,1,4,2.84,0.57,2.27
States,South Dakota,2017,20,146,0,1,0.68,0,0.68
States,Tennessee,2017,20,114,3,3,5.26,2.63,2.63
States,Texas,2017,20,1223,18,35,4.33,1.47,2.86
States,Utah,2017,20,594,13,24,6.23,2.19,4.04
States,Vermont,2017,20,61,0,3,4.92,0,4.92
States,Virginia,2017,20,100,0,2,2,0,2
States,Washington,2017,20,366,1,6,1.91,0.27,1.64
States,West Virginia,2017,20,318,2,2,1.26,0.63,0.63
States,Wisconsin,2017,20,529,3,28,5.86,0.57,5.29
States,Wyoming,2017,20,X,X,X,X,X,X
States,Puerto Rico,2017,20,0,0,0,0,0,0
States,Virgin Islands,2017,20,X,X,X,X,X,X
States,New York City,2017,20,X,X,X,X,X,X
States,Alabama,2017,21,298,10,11,7.05,3.36,3.69
States,Alaska,2017,21,X,X,X,X,X,X
States,Arizona,2017,21,228,4,40,19.3,1.75,17.54
States,Arkansas,2017,21,46,0,2,4.35,0,4.35
States,California,2017,21,795,9,36,5.66,1.13,4.53
States,Colorado,2017,21,306,1,9,3.27,0.33,2.94
States,Connecticut,2017,21,300,0,1,0.33,0,0.33
States,Delaware,2017,21,28,0,0,0,0,0
States,District of Columbia,2017,21,X,X,X,X,X,X
States,Florida,2017,21,X,X,X,X,X,X
States,Georgia,2017,21,392,2,5,1.79,0.51,1.28
States,Hawaii,2017,21,148,5,6,7.43,3.38,4.05
States,Idaho,2017,21,X,X,X,X,X,X
States,Illinois,2017,21,200,0,2,1,0,1
States,Indiana,2017,21,101,0,0,0,0,0
States,Iowa,2017,21,67,0,2,2.99,0,2.99
States,Kansas,2017,21,44,0,1,2.27,0,2.27
States,Kentucky,2017,21,205,1,1,0.98,0.49,0.49
States,Louisiana,2017,21,433,9,5,3.23,2.08,1.15
States,Maine,2017,21,50,0,1,2,0,2
States,Maryland,2017,21,57,0,0,0,0,0
States,Massachusetts,2017,21,238,1,6,2.94,0.42,2.52
States,Michigan,2017,21,416,1,15,3.85,0.24,3.61
States,Minnesota,2017,21,206,3,6,4.37,1.46,2.91
States,Mississippi,2017,21,72,2,0,2.78,2.78,0
States,Missouri,2017,21,386,4,2,1.55,1.04,0.52
States,Montana,2017,21,65,0,0,0,0,0
States,Nebraska,2017,21,91,0,1,1.1,0,1.1
States,Nevada,2017,21,X,X,X,X,X,X
States,New Hampshire,2017,21,20,0,0,0,0,0
States,New Jersey,2017,21,X,X,X,X,X,X
States,New Mexico,2017,21,195,0,8,4.1,0,4.1
States,New York,2017,21,793,3,10,1.64,0.38,1.26
States,North Carolina,2017,21,50,1,0,2,2,0
States,North Dakota,2017,21,15,0,0,0,0,0
States,Ohio,2017,21,826,6,13,2.3,0.73,1.57
States,Oklahoma,2017,21,127,1,0,0.79,0.79,0
States,Oregon,2017,21,128,0,2,1.56,0,1.56
States,Pennsylvania,2017,21,171,0,2,1.17,0,1.17
States,Rhode Island,2017,21,X,X,X,X,X,X
States,South Carolina,2017,21,157,0,0,0,0,0
States,South Dakota,2017,21,121,0,0,0,0,0
States,Tennessee,2017,21,82,7,2,10.98,8.54,2.44
States,Texas,2017,21,1210,12,32,3.64,0.99,2.64
States,Utah,2017,21,484,7,14,4.34,1.45,2.89
States,Vermont,2017,21,36,0,0,0,0,0
States,Virginia,2017,21,98,0,1,1.02,0,1.02
States,Washington,2017,21,403,0,11,2.73,0,2.73
States,West Virginia,2017,21,249,0,0,0,0,0
States,Wisconsin,2017,21,464,1,5,1.29,0.22,1.08
States,Wyoming,2017,21,X,X,X,X,X,X
States,Puerto Rico,2017,21,0,0,0,0,0,0
States,Virgin Islands,2017,21,X,X,X,X,X,X
States,New York City,2017,21,X,X,X,X,X,X
States,Alabama,2017,22,224,6,10,7.14,2.68,4.46
States,Alaska,2017,22,X,X,X,X,X,X
States,Arizona,2017,22,193,2,26,14.51,1.04,13.47
States,Arkansas,2017,22,46,0,1,2.17,0,2.17
States,California,2017,22,746,5,23,3.75,0.67,3.08
States,Colorado,2017,22,177,0,2,1.13,0,1.13
States,Connecticut,2017,22,281,1,3,1.42,0.36,1.07
States,Delaware,2017,22,19,0,0,0,0,0
States,District of Columbia,2017,22,X,X,X,X,X,X
States,Florida,2017,22,X,X,X,X,X,X
States,Georgia,2017,22,357,4,2,1.68,1.12,0.56
States,Hawaii,2017,22,136,0,6,4.41,0,4.41
States,Idaho,2017,22,X,X,X,X,X,X
States,Illinois,2017,22,214,2,2,1.87,0.93,0.93
States,Indiana,2017,22,82,1,0,1.22,1.22,0
States,Iowa,2017,22,44,0,1,2.27,0,2.27
States,Kansas,2017,22,50,1,0,2,2,0
States,Kentucky,2017,22,193,0,1,0.52,0,0.52
States,Louisiana,2017,22,355,7,14,5.92,1.97,3.94
States,Maine,2017,22,X,X,X,X,X,X
States,Maryland,2017,22,36,1,2,8.33,2.78,5.56
States,Massachusetts,2017,22,227,1,1,0.88,0.44,0.44
States,Michigan,2017,22,345,0,1,0.29,0,0.29
States,Minnesota,2017,22,185,0,3,1.62,0,1.62
States,Mississippi,2017,22,13,0,0,0,0,0
States,Missouri,2017,22,363,0,0,0,0,0
States,Montana,2017,22,83,0,0,0,0,0
States,Nebraska,2017,22,48,0,0,0,0,0
States,Nevada,2017,22,X,X,X,X,X,X
States,New Hampshire,2017,22,16,0,0,0,0,0
States,New Jersey,2017,22,X,X,X,X,X,X
States,New Mexico,2017,22,177,6,21,15.25,3.39,11.86
States,New York,2017,22,707,7,2,1.27,0.99,0.28
States,North Carolina,2017,22,125,0,1,0.8,0,0.8
States,North Dakota,2017,22,15,0,0,0,0,0
States,Ohio,2017,22,757,4,5,1.19,0.53,0.66
States,Oklahoma,2017,22,127,0,1,0.79,0,0.79
States,Oregon,2017,22,121,1,4,4.13,0.83,3.31
States,Pennsylvania,2017,22,151,0,0,0,0,0
States,Rhode Island,2017,22,X,X,X,X,X,X
States,South Carolina,2017,22,133,0,4,3.01,0,3.01
States,South Dakota,2017,22,116,0,0,0,0,0
States,Tennessee,2017,22,80,2,3,6.25,2.5,3.75
States,Texas,2017,22,1036,12,20,3.09,1.16,1.93
States,Utah,2017,22,517,7,18,4.84,1.35,3.48
States,Vermont,2017,22,49,0,1,2.04,0,2.04
States,Virginia,2017,22,96,0,0,0,0,0
States,Washington,2017,22,337,1,5,1.78,0.3,1.48
States,West Virginia,2017,22,279,0,1,0.36,0,0.36
States,Wisconsin,2017,22,352,0,5,1.42,0,1.42
States,Wyoming,2017,22,X,X,X,X,X,X
States,Puerto Rico,2017,22,0,0,0,0,0,0
States,Virgin Islands,2017,22,X,X,X,X,X,X
States,New York City,2017,22,X,X,X,X,X,X
States,Alabama,2017,23,206,2,1,1.46,0.97,0.49
States,Alaska,2017,23,X,X,X,X,X,X
States,Arizona,2017,23,172,3,17,11.63,1.74,9.88
States,Arkansas,2017,23,33,0,1,3.03,0,3.03
States,California,2017,23,716,6,24,4.19,0.84,3.35
States,Colorado,2017,23,245,0,5,2.04,0,2.04
States,Connecticut,2017,23,220,0,3,1.36,0,1.36
States,Delaware,2017,23,12,0,0,0,0,0
States,District of Columbia,2017,23,X,X,X,X,X,X
States,Florida,2017,23,X,X,X,X,X,X
States,Georgia,2017,23,264,3,3,2.27,1.14,1.14
States,Hawaii,2017,23,138,1,6,5.07,0.72,4.35
States,Idaho,2017,23,X,X,X,X,X,X
States,Illinois,2017,23,177,0,1,0.56,0,0.56
States,Indiana,2017,23,104,0,1,0.96,0,0.96
States,Iowa,2017,23,59,0,0,0,0,0
States,Kansas,2017,23,49,0,0,0,0,0
States,Kentucky,2017,23,225,0,1,0.44,0,0.44
States,Louisiana,2017,23,289,4,6,3.46,1.38,2.08
States,Maine,2017,23,X,X,X,X,X,X
States,Maryland,2017,23,47,0,0,0,0,0
States,Massachusetts,2017,23,167,0,0,0,0,0
States,Michigan,2017,23,265,1,7,3.02,0.38,2.64
States,Minnesota,2017,23,124,0,1,0.81,0,0.81
States,Mississippi,2017,23,47,1,0,2.13,2.13,0
States,Missouri,2017,23,350,1,1,0.57,0.29,0.29
States,Montana,2017,23,91,1,0,1.1,1.1,0
States,Nebraska,2017,23,63,0,2,3.17,0,3.17
States,Nevada,2017,23,X,X,X,X,X,X
States,New Hampshire,2017,23,10,0,0,0,0,0
States,New Jersey,2017,23,X,X,X,X,X,X
States,New Mexico,2017,23,170,3,14,10,1.76,8.24
States,New York,2017,23,683,0,4,0.59,0,0.59
States,North Carolina,2017,23,104,1,1,1.92,0.96,0.96
States,North Dakota,2017,23,12,0,0,0,0,0
States,Ohio,2017,23,686,2,1,0.44,0.29,0.15
States,Oklahoma,2017,23,105,0,1,0.95,0,0.95
States,Oregon,2017,23,106,0,8,7.55,0,7.55
